Name,ID
Jiangxi Restaurant,52af3b293cf9994f4e043bfb
Macanese Restaurant,52af3b343cf9994f4e043bfc
Manchu Restaurant,52af3b3b3cf9994f4e043bfd
Peking Duck Restaurant,52af3b463cf9994f4e043bfe
Shaanxi Restaurant,52af3b633cf9994f4e043c01
Shandong Restaurant,52af3b513cf9994f4e043bff
Shanghai Restaurant,52af3b593cf9994f4e043c00
Shanxi Restaurant,52af3b6e3cf9994f4e043c02
Szechuan Restaurant,52af3b773cf9994f4e043c03
Taiwanese Restaurant,52af3b813cf9994f4e043c04
Tianjin Restaurant,52af3b893cf9994f4e043c05
Xinjiang Restaurant,52af3b913cf9994f4e043c06
Yunnan Restaurant,52af3b9a3cf9994f4e043c07
Zhejiang Restaurant,52af3ba23cf9994f4e043c08
Filipino Restaurant,4eb1bd1c3b7b55596b4a748f
Himalayan Restaurant,52e81612bcbc57f1066b79fb
Hotpot Restaurant,52af0bd33cf9994f4e043bdd
Indonesian Restaurant,4deefc054765f83613cdba6f
Acehnese Restaurant,52960eda3cf9994f4e043ac9
Balinese Restaurant,52960eda3cf9994f4e043acb
Betawinese Restaurant,52960eda3cf9994f4e043aca
Indonesian Meatball Place,52960eda3cf9994f4e043acc
Javanese Restaurant,52960eda3cf9994f4e043ac7
Manadonese Restaurant,52960eda3cf9994f4e043ac8
Padangnese Restaurant,52960eda3cf9994f4e043ac5
Sundanese Restaurant,52960eda3cf9994f4e043ac6
Japanese Restaurant,4bf58dd8d48988d111941735
Donburi Restaurant,55a59bace4b013909087cb0c
Japanese Curry Restaurant,55a59bace4b013909087cb30
Kaiseki Restaurant,55a59bace4b013909087cb21
Kushikatsu Restaurant,55a59bace4b013909087cb06
Monjayaki Restaurant,55a59bace4b013909087cb1b
Nabe Restaurant,55a59bace4b013909087cb1e
Okonomiyaki Restaurant,55a59bace4b013909087cb18
Ramen Restaurant,55a59bace4b013909087cb24
Shabu-Shabu Restaurant,55a59bace4b013909087cb15
Soba Restaurant,55a59bace4b013909087cb27
Sukiyaki Restaurant,55a59bace4b013909087cb12
Sushi Restaurant,4bf58dd8d48988d1d2941735
Takoyaki Place,55a59bace4b013909087cb2d
Tempura Restaurant,55a59a31e4b013909087cb00
Tonkatsu Restaurant,55a59af1e4b013909087cb03
Udon Restaurant,55a59bace4b013909087cb2a
Unagi Restaurant,55a59bace4b013909087cb0f
Wagashi Place,55a59bace4b013909087cb33
Yakitori Restaurant,55a59bace4b013909087cb09
Yoshoku Restaurant,55a59bace4b013909087cb36
Korean Restaurant,4bf58dd8d48988d113941735
Bossam/Jokbal Restaurant,56aa371be4b08b9a8d5734e4
Bunsik Restaurant,56aa371be4b08b9a8d5734f0
Gukbap Restaurant,56aa371be4b08b9a8d5734e7
Janguh Restaurant,56aa371be4b08b9a8d5734ed
Samgyetang Restaurant,56aa371be4b08b9a8d5734ea
Malay Restaurant,4bf58dd8d48988d156941735
Mamak Restaurant,5ae9595eb77c77002c2f9f26
Mongolian Restaurant,4eb1d5724b900d56c88a45fe
Noodle House,4bf58dd8d48988d1d1941735
Satay Restaurant,56aa371be4b08b9a8d57350e
Thai Restaurant,4bf58dd8d48988d149941735
Som Tum Restaurant,56aa371be4b08b9a8d573502
Tibetan Restaurant,52af39fb3cf9994f4e043be9
Vietnamese Restaurant,4bf58dd8d48988d14a941735
Australian Restaurant,4bf58dd8d48988d169941735
Austrian Restaurant,52e81612bcbc57f1066b7a01
BBQ Joint,4bf58dd8d48988d1df931735
Bagel Shop,4bf58dd8d48988d179941735
Bakery,4bf58dd8d48988d16a941735
Bangladeshi Restaurant,5e179ee74ae8e90006e9a746
Belgian Restaurant,52e81612bcbc57f1066b7a02
Bistro,52e81612bcbc57f1066b79f1
Breakfast Spot,4bf58dd8d48988d143941735
Bubble Tea Shop,52e81612bcbc57f1066b7a0c
Buffet,52e81612bcbc57f1066b79f4
Burger Joint,4bf58dd8d48988d16c941735
Cafeteria,4bf58dd8d48988d128941735
Café,4bf58dd8d48988d16d941735
Cajun / Creole Restaurant,4bf58dd8d48988d17a941735
Caribbean Restaurant,4bf58dd8d48988d144941735
Cuban Restaurant,4bf58dd8d48988d154941735
Caucasian Restaurant,5293a7d53cf9994f4e043a45
Coffee Shop,4bf58dd8d48988d1e0931735
Comfort Food Restaurant,52e81612bcbc57f1066b7a00
Creperie,52e81612bcbc57f1066b79f2
Czech Restaurant,52f2ae52bcbc57f1066b8b81
Deli / Bodega,4bf58dd8d48988d146941735
Dessert Shop,4bf58dd8d48988d1d0941735
Cupcake Shop,4bf58dd8d48988d1bc941735
Frozen Yogurt Shop,512e7cae91d4cbb4e5efe0af
Ice Cream Shop,4bf58dd8d48988d1c9941735
Pastry Shop,5744ccdfe4b0c0459246b4e2
Pie Shop,52e81612bcbc57f1066b7a0a
Diner,4bf58dd8d48988d147941735
Donut Shop,4bf58dd8d48988d148941735
Dumpling Restaurant,4bf58dd8d48988d108941735
Dutch Restaurant,5744ccdfe4b0c0459246b4d0
Eastern European Restaurant,4bf58dd8d48988d109941735
Belarusian Restaurant,52e928d0bcbc57f1066b7e97
Bosnian Restaurant,58daa1558bbb0b01f18ec1ee
Bulgarian Restaurant,56aa371be4b08b9a8d5734f3
Romanian Restaurant,52960bac3cf9994f4e043ac4
Tatar Restaurant,52e928d0bcbc57f1066b7e98
English Restaurant,52e81612bcbc57f1066b7a05
Falafel Restaurant,4bf58dd8d48988d10b941735
Fast Food Restaurant,4bf58dd8d48988d16e941735
Fish & Chips Shop,4edd64a0c7ddd24ca188df1a
Fondue Restaurant,52e81612bcbc57f1066b7a09
Food Court,4bf58dd8d48988d120951735
Food Stand,56aa371be4b08b9a8d57350b
Food Truck,4bf58dd8d48988d1cb941735
French Restaurant,4bf58dd8d48988d10c941735
Alsatian Restaurant,57558b36e4b065ecebd306b6
Auvergne Restaurant,57558b36e4b065ecebd306b8
Basque Restaurant,57558b36e4b065ecebd306bc
Brasserie,57558b36e4b065ecebd306b0
Breton Restaurant,57558b36e4b065ecebd306c5
Burgundian Restaurant,57558b36e4b065ecebd306c0
Catalan Restaurant,57558b36e4b065ecebd306cb
Ch'ti Restaurant,57558b36e4b065ecebd306ce
Corsican Restaurant,57558b36e4b065ecebd306d1
Estaminet,57558b36e4b065ecebd306b4
Labour Canteen,57558b36e4b065ecebd306b2
Lyonese Bouchon,57558b35e4b065ecebd306ad
Norman Restaurant,57558b36e4b065ecebd306d4
Provençal Restaurant,57558b36e4b065ecebd306d7
Savoyard Restaurant,57558b36e4b065ecebd306da
Southwestern French Restaurant,57558b36e4b065ecebd306ba
Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
Friterie,55d25775498e9f6a0816a37a
Gastropub,4bf58dd8d48988d155941735
German Restaurant,4bf58dd8d48988d10d941735
Apple Wine Pub,56aa371ce4b08b9a8d573583
Bavarian Restaurant,56aa371ce4b08b9a8d573572
Bratwurst Joint,56aa371ce4b08b9a8d57358e
Currywurst Joint,56aa371ce4b08b9a8d57358b
Franconian Restaurant,56aa371ce4b08b9a8d573574
German Pop-Up Restaurant,56aa371ce4b08b9a8d573592
Palatine Restaurant,56aa371ce4b08b9a8d573578
Rhenisch Restaurant,56aa371ce4b08b9a8d57357b
Schnitzel Restaurant,56aa371ce4b08b9a8d573587
Silesian Restaurant,56aa371ce4b08b9a8d57357f
Swabian Restaurant,56aa371ce4b08b9a8d573576
Gluten-free Restaurant,4c2cd86ed066bed06c3c5209
Greek Restaurant,4bf58dd8d48988d10e941735
Bougatsa Shop,53d6c1b0e4b02351e88a83e8
Cretan Restaurant,53d6c1b0e4b02351e88a83e2
Fish Taverna,53d6c1b0e4b02351e88a83d8
Grilled Meat Restaurant,53d6c1b0e4b02351e88a83d6
Kafenio,53d6c1b0e4b02351e88a83e6
Magirio,53d6c1b0e4b02351e88a83e4
Meze Restaurant,53d6c1b0e4b02351e88a83da
Modern Greek Restaurant,53d6c1b0e4b02351e88a83d4
Ouzeri,53d6c1b0e4b02351e88a83dc
Patsa Restaurant,53d6c1b0e4b02351e88a83e0
Souvlaki Shop,52e81612bcbc57f1066b79f3
Taverna,53d6c1b0e4b02351e88a83d2
Tsipouro Restaurant,53d6c1b0e4b02351e88a83de
Halal Restaurant,52e81612bcbc57f1066b79ff
Hawaiian Restaurant,52e81612bcbc57f1066b79fe
Poke Place,5bae9231bedf3950379f89d4
Hot Dog Joint,4bf58dd8d48988d16f941735
Hungarian Restaurant,52e81612bcbc57f1066b79fa
Indian Restaurant,4bf58dd8d48988d10f941735
Andhra Restaurant,54135bf5e4b08f3d2429dfe5
Awadhi Restaurant,54135bf5e4b08f3d2429dff3
Bengali Restaurant,54135bf5e4b08f3d2429dff5
Chaat Place,54135bf5e4b08f3d2429dfe2
Chettinad Restaurant,54135bf5e4b08f3d2429dff2
Dhaba,54135bf5e4b08f3d2429dfe1
Dosa Place,54135bf5e4b08f3d2429dfe3
Goan Restaurant,54135bf5e4b08f3d2429dfe8
Gujarati Restaurant,54135bf5e4b08f3d2429dfe9
Hyderabadi Restaurant,54135bf5e4b08f3d2429dfe6
Indian Chinese Restaurant,54135bf5e4b08f3d2429dfdf
Indian Sweet Shop,54135bf5e4b08f3d2429dfe4
Irani Cafe,54135bf5e4b08f3d2429dfe7
Jain Restaurant,54135bf5e4b08f3d2429dfea
Karnataka Restaurant,54135bf5e4b08f3d2429dfeb
Kerala Restaurant,54135bf5e4b08f3d2429dfed
Maharashtrian Restaurant,54135bf5e4b08f3d2429dfee
Mughlai Restaurant,54135bf5e4b08f3d2429dff4
Multicuisine Indian Restaurant,54135bf5e4b08f3d2429dfe0
North Indian Restaurant,54135bf5e4b08f3d2429dfdd
Northeast Indian Restaurant,54135bf5e4b08f3d2429dff6
Parsi Restaurant,54135bf5e4b08f3d2429dfef
Punjabi Restaurant,54135bf5e4b08f3d2429dff0
Rajasthani Restaurant,54135bf5e4b08f3d2429dff1
South Indian Restaurant,54135bf5e4b08f3d2429dfde
Udupi Restaurant,54135bf5e4b08f3d2429dfec
Irish Pub,52e81612bcbc57f1066b7a06
Italian Restaurant,4bf58dd8d48988d110941735
Abruzzo Restaurant,55a5a1ebe4b013909087cbb6
Agriturismo,55a5a1ebe4b013909087cb7c
Aosta Restaurant,55a5a1ebe4b013909087cba7
Basilicata Restaurant,55a5a1ebe4b013909087cba1
Calabria Restaurant,55a5a1ebe4b013909087cba4
Campanian Restaurant,55a5a1ebe4b013909087cb95
Emilia Restaurant,55a5a1ebe4b013909087cb89
Friuli Restaurant,55a5a1ebe4b013909087cb9b
Ligurian Restaurant,55a5a1ebe4b013909087cb98
Lombard Restaurant,55a5a1ebe4b013909087cbbf
Malga,55a5a1ebe4b013909087cb79
Marche Restaurant,55a5a1ebe4b013909087cbb0
Molise Restaurant,55a5a1ebe4b013909087cbb3
Piadineria,55a5a1ebe4b013909087cb74
Piedmontese Restaurant,55a5a1ebe4b013909087cbaa
Puglia Restaurant,55a5a1ebe4b013909087cb83
Romagna Restaurant,55a5a1ebe4b013909087cb8c
Roman Restaurant,55a5a1ebe4b013909087cb92
Sardinian Restaurant,55a5a1ebe4b013909087cb8f
Sicilian Restaurant,55a5a1ebe4b013909087cb86
South Tyrolean Restaurant,55a5a1ebe4b013909087cbb9
Trattoria/Osteria,55a5a1ebe4b013909087cb7f
Trentino Restaurant,55a5a1ebe4b013909087cbbc
Tuscan Restaurant,55a5a1ebe4b013909087cb9e
Umbrian Restaurant,55a5a1ebe4b013909087cbc2
Veneto Restaurant,55a5a1ebe4b013909087cbad
Jewish Restaurant,52e81612bcbc57f1066b79fd
Kosher Restaurant,52e81612bcbc57f1066b79fc
Juice Bar,4bf58dd8d48988d112941735
Kebab Restaurant,5283c7b4e4b094cb91ec88d7
Latin American Restaurant,4bf58dd8d48988d1be941735
Arepa Restaurant,4bf58dd8d48988d152941735
Empanada Restaurant,52939a8c3cf9994f4e043a35
Salvadoran Restaurant,5745c7ac498e5d0483112fdb
South American Restaurant,4bf58dd8d48988d1cd941735
Argentinian Restaurant,4bf58dd8d48988d107941735
Brazilian Restaurant,4bf58dd8d48988d16b941735
Acai House,5294c7523cf9994f4e043a62
Baiano Restaurant,52939ae13cf9994f4e043a3b
Central Brazilian Restaurant,52939a9e3cf9994f4e043a36
Churrascaria,52939a643cf9994f4e043a33
Empada House,5294c55c3cf9994f4e043a61
Goiano Restaurant,52939af83cf9994f4e043a3d
Mineiro Restaurant,52939aed3cf9994f4e043a3c
Northeastern Brazilian Restaurant,52939aae3cf9994f4e043a37
Northern Brazilian Restaurant,52939ab93cf9994f4e043a38
Pastelaria,5294cbda3cf9994f4e043a63
Southeastern Brazilian Restaurant,52939ac53cf9994f4e043a39
Southern Brazilian Restaurant,52939ad03cf9994f4e043a3a
Tapiocaria,52939a7d3cf9994f4e043a34
Colombian Restaurant,58daa1558bbb0b01f18ec1f4
Peruvian Restaurant,4eb1bfa43b7b52c0e1adc2e8
Venezuelan Restaurant,56aa371be4b08b9a8d573558
Mac & Cheese Joint,4bf58dd8d48988d1bf941735
Mediterranean Restaurant,4bf58dd8d48988d1c0941735
Moroccan Restaurant,4bf58dd8d48988d1c3941735
Mexican Restaurant,4bf58dd8d48988d1c1941735
Botanero,58daa1558bbb0b01f18ec1d9
Burrito Place,4bf58dd8d48988d153941735
Taco Place,4bf58dd8d48988d151941735
Tex-Mex Restaurant,56aa371ae4b08b9a8d5734ba
Yucatecan Restaurant,5744ccdfe4b0c0459246b4d3
Middle Eastern Restaurant,4bf58dd8d48988d115941735
Egyptian Restaurant,5bae9231bedf3950379f89e1
Iraqi Restaurant,5bae9231bedf3950379f89e7
Israeli Restaurant,56aa371be4b08b9a8d573529
Kurdish Restaurant,5744ccdfe4b0c0459246b4ca
Lebanese Restaurant,58daa1558bbb0b01f18ec1cd
Persian Restaurant,52e81612bcbc57f1066b79f7
Ash and Haleem Place,58daa1558bbb0b01f18ec1bc
Dizi Place,58daa1558bbb0b01f18ec1c0
Gilaki Restaurant,58daa1558bbb0b01f18ec1c4
Jegaraki,58daa1558bbb0b01f18ec1c7
Tabbakhi,5744ccdfe4b0c0459246b4a8
Shawarma Place,5bae9231bedf3950379f89e4
Syrian Restaurant,5bae9231bedf3950379f89da
Yemeni Restaurant,5bae9231bedf3950379f89ea
Modern European Restaurant,52e81612bcbc57f1066b79f9
Molecular Gastronomy Restaurant,4bf58dd8d48988d1c2941735
Pakistani Restaurant,52e81612bcbc57f1066b79f8
Pet Café,56aa371be4b08b9a8d573508
Pizza Place,4bf58dd8d48988d1ca941735
Polish Restaurant,52e81612bcbc57f1066b7a04
Portuguese Restaurant,4def73e84765ae376e57713a
Poutine Place,56aa371be4b08b9a8d5734c7
Restaurant,4bf58dd8d48988d1c4941735
Russian Restaurant,5293a7563cf9994f4e043a44
Blini House,52e928d0bcbc57f1066b7e9d
Pelmeni House,52e928d0bcbc57f1066b7e9c
Salad Place,4bf58dd8d48988d1bd941735
Sandwich Place,4bf58dd8d48988d1c5941735
Scandinavian Restaurant,4bf58dd8d48988d1c6941735
Scottish Restaurant,5744ccdde4b0c0459246b4a3
Seafood Restaurant,4bf58dd8d48988d1ce941735
Slovak Restaurant,56aa371be4b08b9a8d57355a
Snack Place,4bf58dd8d48988d1c7941735
Soup Place,4bf58dd8d48988d1dd931735
Southern / Soul Food Restaurant,4bf58dd8d48988d14f941735
Spanish Restaurant,4bf58dd8d48988d150941735
Paella Restaurant,4bf58dd8d48988d14d941735
Tapas Restaurant,4bf58dd8d48988d1db931735
Sri Lankan Restaurant,5413605de4b0ae91d18581a9
Steakhouse,4bf58dd8d48988d1cc941735
Swiss Restaurant,4bf58dd8d48988d158941735
Tea Room,4bf58dd8d48988d1dc931735
Theme Restaurant,56aa371be4b08b9a8d573538
Truck Stop,57558b36e4b065ecebd306dd
Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
Borek Place,530faca9bcbc57f1066bc2f3
Cigkofte Place,530faca9bcbc57f1066bc2f4
Doner Restaurant,5283c7b4e4b094cb91ec88d8
Gozleme Place,5283c7b4e4b094cb91ec88d9
Kofte Place,5283c7b4e4b094cb91ec88db
Kokoreç Restaurant,5283c7b4e4b094cb91ec88d6
Kumpir Restaurant,56aa371be4b08b9a8d573535
Kumru Restaurant,56aa371be4b08b9a8d5734bd
Manti Place,5283c7b4e4b094cb91ec88d5
Meyhane,5283c7b4e4b094cb91ec88da
Pide Place,530faca9bcbc57f1066bc2f2
Pilavcı,58daa1558bbb0b01f18ec1df
Söğüş Place,58daa1558bbb0b01f18ec1dc
Tantuni Restaurant,56aa371be4b08b9a8d5734bf
Turkish Coffeehouse,56aa371be4b08b9a8d5734c1
Turkish Home Cooking Restaurant,5283c7b4e4b094cb91ec88d4
Çöp Şiş Place,58daa1558bbb0b01f18ec1e2
Ukrainian Restaurant,52e928d0bcbc57f1066b7e96
Varenyky restaurant,52e928d0bcbc57f1066b7e9a
West-Ukrainian Restaurant,52e928d0bcbc57f1066b7e9b
Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
Wings Joint,4bf58dd8d48988d14c941735
Nightlife Spot,4d4b7105d754a06376d81259
Bar,4bf58dd8d48988d116941735
Beach Bar,52e81612bcbc57f1066b7a0d
Beer Bar,56aa371ce4b08b9a8d57356c
Beer Garden,4bf58dd8d48988d117941735
Champagne Bar,52e81612bcbc57f1066b7a0e
Cocktail Bar,4bf58dd8d48988d11e941735
Dive Bar,4bf58dd8d48988d118941735
Gay Bar,4bf58dd8d48988d1d8941735
Hookah Bar,4bf58dd8d48988d119941735
Hotel Bar,4bf58dd8d48988d1d5941735
Karaoke Bar,4bf58dd8d48988d120941735
Pub,4bf58dd8d48988d11b941735
Sake Bar,4bf58dd8d48988d11c941735
Speakeasy,4bf58dd8d48988d1d4941735
Sports Bar,4bf58dd8d48988d11d941735
Tiki Bar,56aa371be4b08b9a8d57354d
Whisky Bar,4bf58dd8d48988d122941735
Wine Bar,4bf58dd8d48988d123941735
Brewery,50327c8591d4c4b30a586d5d
Lounge,4bf58dd8d48988d121941735
Night Market,53e510b7498ebcb1801b55d4
Nightclub,4bf58dd8d48988d11f941735
Other Nightlife,4bf58dd8d48988d11a941735
Strip Club,4bf58dd8d48988d1d6941735
Outdoors & Recreation,4d4b7105d754a06377d81259
Athletics & Sports,4f4528bc4b90abdf24c9de85
Badminton Court,52e81612bcbc57f1066b7a2b
Baseball Field,4bf58dd8d48988d1e8941735
Basketball Court,4bf58dd8d48988d1e1941735
Bowling Green,52e81612bcbc57f1066b7a2f
Curling Ice,56aa371be4b08b9a8d57351a
Golf Course,4bf58dd8d48988d1e6941735
Golf Driving Range,58daa1558bbb0b01f18ec1b0
Gym / Fitness Center,4bf58dd8d48988d175941735
Boxing Gym,52f2ab2ebcbc57f1066b8b47
Climbing Gym,503289d391d4c4b30a586d6a
Cycle Studio,52f2ab2ebcbc57f1066b8b49
Gym Pool,4bf58dd8d48988d105941735
Gymnastics Gym,52f2ab2ebcbc57f1066b8b48
Gym,4bf58dd8d48988d176941735
Martial Arts Dojo,4bf58dd8d48988d101941735
Outdoor Gym,58daa1558bbb0b01f18ec203
Pilates Studio,5744ccdfe4b0c0459246b4b2
Track,4bf58dd8d48988d106941735
Weight Loss Center,590a0744340a5803fd8508c3
Yoga Studio,4bf58dd8d48988d102941735
Hockey Field,4f452cd44b9081a197eba860
Hockey Rink,56aa371be4b08b9a8d57352c
Paintball Field,5032829591d4c4b30a586d5e
Rugby Pitch,52e81612bcbc57f1066b7a2c
Skate Park,4bf58dd8d48988d167941735
Skating Rink,4bf58dd8d48988d168941735
Soccer Field,4cce455aebf7b749d5e191f5
Sports Club,52e81612bcbc57f1066b7a2e
Squash Court,52e81612bcbc57f1066b7a2d
Tennis Court,4e39a956bd410d7aed40cbc3
Volleyball Court,4eb1bf013b7b6f98df247e07
Bathing Area,52e81612bcbc57f1066b7a28
Bay,56aa371be4b08b9a8d573544
Beach,4bf58dd8d48988d1e2941735
Nudist Beach,52e81612bcbc57f1066b7a30
Surf Spot,4bf58dd8d48988d1e3941735
Bike Trail,56aa371be4b08b9a8d57355e
Botanical Garden,52e81612bcbc57f1066b7a22
Bridge,4bf58dd8d48988d1df941735
Campground,4bf58dd8d48988d1e4941735
Canal Lock,56aa371be4b08b9a8d57353b
Canal,56aa371be4b08b9a8d573562
Castle,50aaa49e4b90af0d42d5de11
Cave,56aa371be4b08b9a8d573511
Cemetery,4bf58dd8d48988d15c941735
Dive Spot,52e81612bcbc57f1066b7a12
Dog Run,4bf58dd8d48988d1e5941735
Farm,4bf58dd8d48988d15b941735
Field,4bf58dd8d48988d15f941735
Fishing Spot,52e81612bcbc57f1066b7a0f
Forest,52e81612bcbc57f1066b7a23
Fountain,56aa371be4b08b9a8d573547
Garden,4bf58dd8d48988d15a941735
